	2.38	0.25	5.26	1.27
	34.81	1.50	9.30	0.75
	5.80	0.73	3.27	1.12
	11.95	0.69	4.03	0.71
	2.82	0.27	2.67	0.46
	16.90	0.79	3.40	0.54
	2.91	0.29	2.80	0.47
	24.60	0.66	3.96	0.50
	2.22	0.29	3.68	0.88
	26.87	0.90	16.39	1.55
	29.97	1.21	4.43	0.52
	1.80	0.51	4.22	0.52
	4.31	0.59	3.43	0.49
	8.53	0.96	3.77	0.42
	2.08	0.61	3.51	0.44
	10.35	0.84	3.51	0.59
	2.87	0.46	3.21	0.43
	21.61	0.84	3.37	0.46
	26.95	0.58	2.61	0.34
	12.10	0.21	2.81	0.96
	2.56	0.38	3.28	0.38
	14.47	1.01	3.91	0.65
	5.84	0.31	2.73	0.31
	4.80	1.01	11.91	1.69
	20.15	0.77	3.67	0.47
	5.44	0.34	2.83	0.43
	1.94	0.49	3.31	0.57
	19.52	1.84	5.26	0.51
	7.10	0.41	2.42	1.77
	1.36	0.39	2.18	0.36
	1.98	0.36	2.27	0.42
	50.00	1.73	2.41	0.37
	50.00	0.60	2.80	0.70
	8.51	0.29	2.65	1.83
	2.44	0.35	2.28	0.36
	2.10	0.33	2.35	0.38
	5.35	0.33	2.10	0.41
	3.81	0.43	2.08	0.40
	3.60	0.46	2.07	0.35
	1.46	0.54	2.31	0.35
	18.13	0.83	3.65	0.38
	4.27	0.38	3.03	2.20
	2.29	0.54	4.87	0.74
	4.68	1.13	8.89	0.84
	1.68	0.39	2.25	0.30
	1.96	0.69	2.86	0.44
	1.83	0.51	2.78	0.62
	2.16	0.63	2.61	0.59
	20.66	0.90	2.76	0.53
	26.61	0.36	2.65	0.72
	5.03	0.86	9.23	0.89
	2.60	0.80	7.44	0.69
	2.26	0.62	6.88	0.96
	2.39	0.25	2.33	0.37
	3.44	0.26	2.16	0.34
	3.26	0.63	7.75	0.69
	1.97	0.41	2.78	0.35
	2.39	0.28	3.29	0.46
	6.47	1.03	2.98	0.34
	3.08	0.40	3.33	0.72
	2.71	0.44	2.99	0.53
	2.62	0.57	2.66	0.46
	1.95	0.39	2.89	0.65
	4.15	0.31	2.55	0.42
	1.37	0.27	2.56	0.45
	1.49	0.26	2.60	0.45
	1.37	0.26	2.83	0.50
	1.52	0.34	2.59	0.43
	1.42	0.26	2.65	0.43
	1.39	0.28	2.75	0.48
	1.42	0.32	4.30	0.51
	1.78	0.37	3.11	0.48
	1.60	0.29	2.72	0.48
	1.61	0.23	2.10	0.31
	3.84	0.31	3.01	0.54
	1.65	0.30	2.77	0.44
	1.62	0.23	2.09	0.31
	4.26	0.22	2.45	0.60
	4.40	0.28	2.55	0.54
	4.75	0.28	2.53	0.66
	4.93	0.31	2.55	0.51
	4.46	0.26	2.50	0.51
	5.20	0.26	2.49	0.44
	4.84	0.34	2.44	0.43
	9.03	1.20	10.11	1.35
	2.33	0.32	2.97	0.50
	24.40	1.50	4.69	0.72
	5.06	0.38	6.85	0.61
	8.37	0.37	2.93	1.09
	17.28	0.71	2.91	1.00
	4.74	0.39	2.76	1.08
	31.31	1.25	4.31	0.62
	2.58	0.43	3.89	0.66
	12.29	0.29	3.82	1.08
	8.56	1.51	3.50	0.66
	1.83	0.34	3.13	0.46
	5.44	0.68	2.65	0.48
	2.38	0.30	2.56	0.47
	23.33	0.77	2.85	0.83
	16.27	0.71	3.42	0.57
	28.90	1.90	7.35	0.86
	3.43	0.53	7.16	0.84
	24.62	1.39	6.77	0.74
	29.52	0.31	4.74	0.46
	6.15	0.31	3.64	0.43
	4.00	0.51	3.19	0.34
	2.21	0.54	3.69	0.37
	25.53	0.90	3.50	0.48
	15.60	0.38	4.14	0.42
	5.66	0.44	3.80	0.38
	4.82	0.71	3.37	0.44
	2.25	0.69	3.66	0.35
	2.08	0.57	3.70	0.36
	1.92	0.54	3.58	0.33
	1.97	0.57	3.90	0.34
	5.22	1.94	3.82	0.41
	12.05	0.53	3.83	2.00
	2.17	0.34	3.85	0.37
	13.58	0.83	6.03	0.55
	1.87	0.42	4.55	0.33
	2.13	0.51	3.65	0.35
	2.09	0.72	3.78	0.36
	2.20	0.65	3.64	0.34
	3.67	1.62	3.87	0.35
	2.29	0.68	3.40	0.33
	2.20	0.77	3.50	0.34
	2.14	0.60	3.38	0.33
	4.61	0.58	3.32	0.33
	5.30	0.59	3.19	0.33
	2.33	0.56	3.93	1.55
	2.34	1.49	4.53	0.36
	2.38	0.57	3.47	0.36
	2.38	0.56	4.02	0.34
	11.31	0.86	3.54	0.37
	2.29	0.59	3.84	0.34
	2.30	0.57	3.85	0.33
	2.28	0.55	3.44	0.33
	2.51	0.54	4.16	0.33
	4.17	0.62	2.97	0.30
	3.01	0.54	2.93	0.33
	2.92	0.53	2.93	0.32
	2.38	0.56	3.01	0.33
	2.48	0.52	3.04	0.33
	2.22	0.55	3.15	0.32
	2.43	0.64	6.29	0.38
	2.33	0.54	2.96	0.31
	2.34	0.54	2.95	0.33
	2.30	0.54	3.00	0.37
	2.15	0.52	3.08	0.32
	2.05	0.48	3.50	0.33
	19.62	0.92	6.58	0.51
	17.96	0.29	2.84	2.02
	2.12	0.34	3.05	0.37
	2.86	0.35	2.91	0.34
	5.35	2.43	6.67	1.44
	24.80	1.48	7.82	2.17
	6.38	0.35	3.23	0.46
	6.53	0.94	2.85	1.05
	4.08	0.52	2.55	0.38
	6.25	0.83	2.67	0.39
	3.52	0.46	2.67	0.38
	5.77	0.52	2.70	0.39
	6.74	0.71	2.12	0.34
	29.60	0.43	2.60	0.77
	3.81	0.32	2.36	0.54
	14.28	0.62	3.78	0.55
	4.67	0.36	2.62	0.42
	4.75	0.47	2.69	0.45
	13.48	0.82	4.29	0.46
	24.33	0.32	2.94	0.54
	16.37	0.71	2.46	0.45
	2.15	0.35	2.32	0.79
	2.61	0.76	2.60	0.46
	11.91	0.47	2.88	0.40
	14.32	1.17	3.19	0.50
	5.14	0.42	3.65	0.42
	4.86	0.45	2.15	0.33
	2.85	0.42	2.36	0.36
	11.23	0.86	2.34	0.35
	2.93	0.47	2.46	0.34
	2.82	0.45	2.34	0.35
	6.50	0.53	2.57	0.38
	9.84	0.41	2.42	0.39
	20.44	0.83	2.31	0.38
	7.05	0.31	2.24	2.50
	2.38	0.52	2.19	0.27
	2.77	0.65	2.36	0.31
	2.40	0.45	2.26	0.27
	8.37	0.48	2.96	0.38
	24.05	0.73	3.38	0.34
	13.21	0.25	2.50	1.52
	2.43	0.42	2.35	0.73
	1.86	0.49	2.44	0.30
	3.10	0.47	2.63	0.32
	1.94	0.56	2.59	0.30
	2.00	0.48	3.05	0.33
	5.78	0.98	3.46	0.34
	2.06	0.52	3.21	0.33
	3.90	0.57	2.79	0.32
	2.35	0.55	2.98	0.46
	2.11	0.50	2.97	0.30
	2.14	0.50	4.00	0.42
	2.32	0.52	2.85	0.34
	2.21	0.46	2.87	0.34
	1.98	0.52	2.85	0.34
	1.94	0.52	2.81	0.34
	1.94	0.52	2.83	0.34
	1.91	0.52	2.74	0.44
	6.29	0.91	3.04	0.68
	1.81	0.54	2.90	0.33
	2.24	0.64	2.96	0.34
	3.00	0.57	2.83	0.33
	1.90	0.56	3.02	0.34
	1.97	0.55	2.91	0.32
	1.98	0.56	2.95	0.37
	1.87	0.54	3.09	0.33
	2.00	0.54	2.93	0.33
	1.97	0.81	3.09	0.34
	1.81	0.51	3.34	0.30
	1.96	0.55	3.29	0.39
	2.25	0.55	2.95	0.36
	2.03	0.51	3.01	0.36
	2.31	1.13	3.36	0.32
	1.95	0.61	3.24	0.32
	2.00	0.53	2.99	0.68
	1.88	0.61	3.23	0.34
	1.91	0.54	3.35	0.32
	1.85	0.53	3.24	0.31
	1.80	0.53	3.20	0.32
	1.84	0.61	3.31	0.32
	2.26	0.53	3.16	0.58
	2.05	0.43	2.95	0.34
	2.12	0.38	3.03	0.35
	11.73	0.85	5.97	1.85
	2.00	0.29	2.53	0.39
	5.02	0.59	2.69	0.47
	2.11	0.27	2.60	0.36
	20.14	0.71	2.97	0.39
	41.28	0.28	2.61	0.37
	3.36	0.38	2.57	0.37
	2.50	0.25	2.50	0.62
	4.28	0.30	2.38	0.39
	16.08	0.64	2.19	0.36
	14.91	0.36	2.23	0.35
	17.77	0.65	2.30	0.38
	6.26	0.32	2.10	0.28
	17.24	0.87	2.43	0.40
	4.88	1.08	2.20	0.27
	2.34	0.41	2.01	0.30
	5.50	0.46	1.98	0.29
	36.68	0.73	2.25	0.47
	14.59	0.70	2.16	0.78
	21.96	0.64	2.40	0.40
	9.58	0.38	5.27	0.60
	36.19	0.93	3.21	0.44
	33.08	0.61	2.56	0.48
	5.52	0.42	2.53	0.34
	2.70	0.40	2.30	0.30
	7.03	0.77	2.78	0.37
	4.00	0.84	4.79	0.48
	6.70	0.91	2.47	0.37
	1.45	0.86	3.15	0.96
	6.79	0.36	2.53	0.36
	3.71	0.82	2.65	0.36
	1.46	0.39	2.48	0.36
	1.11	1.49	2.63	0.39
	3.70	0.90	3.07	0.33
	1.43	0.37	2.29	0.37
	1.60	0.44	2.12	0.27
	1.82	0.47	3.00	0.30
	5.21	0.46	2.45	0.30
	12.30	0.78	2.68	0.35
	1.66	0.44	2.86	0.27
	1.66	0.40	2.61	0.28
	1.81	0.48	2.59	0.33
	15.80	0.86	2.18	0.31
	4.10	0.38	2.25	1.70
	1.75	0.45	2.45	0.31
	1.76	0.46	2.47	0.31
	1.68	0.40	2.42	0.30
	19.16	0.68	2.15	0.33
	9.89	0.36	2.10	0.28
	10.56	0.39	2.10	0.32
	1.74	0.45	2.29	0.30
	1.94	0.46	2.31	0.28
	1.92	0.46	2.32	0.30
	5.52	0.41	2.00	0.34
	2.38	0.58	2.13	0.31
	2.09	0.43	2.03	0.29
	5.42	0.71	2.06	0.28
	2.02	0.53	2.16	0.27
	2.36	0.56	3.10	0.41
	2.25	0.61	2.99	0.41
	2.20	0.62	2.95	0.41
	3.21	0.78	4.72	0.63
	5.02	0.62	4.22	0.60
	3.73	0.61	4.16	0.60
	3.49	0.77	4.67	0.64
	3.33	0.66	4.68	0.61
	5.46	1.39	4.88	0.69
	2.09	0.95	4.70	0.61
	2.61	1.43	5.25	0.57
	14.97	0.62	5.09	0.38
	1.91	0.47	2.84	2.08
	3.10	0.78	3.24	0.33
	2.46	0.85	3.03	0.34
	2.16	0.43	2.08	0.28
	4.57	0.67	2.86	0.57
	6.81	0.61	2.68	1.00
	6.76	0.59	2.85	0.73
	4.76	0.57	4.48	0.56
	2.17	0.86	3.13	0.60
	2.57	0.60	3.24	0.36
	2.72	0.49	2.72	0.31
	2.63	0.55	3.07	0.36
	1.91	0.52	2.69	0.35
	2.11	0.38	2.11	0.27
	1.86	0.44	2.10	0.31
	2.31	0.49	2.94	0.59
	5.84	0.92	2.77	0.47
	2.25	0.55	3.20	0.69
	2.02	0.46	4.50	0.63
	1.81	0.45	2.65	0.40
	1.87	0.44	2.59	0.37
	1.97	0.53	2.89	0.42
	2.26	0.63	2.85	0.40
	2.10	0.53	2.73	0.39
	2.43	0.66	3.25	0.43
	2.50	0.72	3.02	0.43
	6.56	0.82	10.49	0.91
	2.69	0.31	3.05	1.24
	10.46	0.59	3.03	1.48
	5.91	0.72	2.86	0.49
	2.69	0.31	3.31	0.51
	5.40	0.90	4.06	1.04
	2.49	0.33	3.33	0.54
	12.37	0.72	3.04	0.81
	1.94	0.31	3.38	0.56
	13.75	0.77	3.43	0.52
	3.22	0.32	4.30	0.50
	7.94	0.35	8.48	0.69
	5.59	0.34	2.54	0.42
	4.92	1.06	2.92	0.30
	3.27	0.43	2.58	0.31
	2.81	0.52	2.55	0.30
	2.81	0.39	2.40	0.42
	1.55	0.69	2.81	0.34
	2.34	0.77	3.64	0.34
	1.81	0.51	2.70	0.32
	1.31	0.66	4.06	0.35
	5.87	0.83	2.88	0.32
	1.41	0.67	2.95	0.36
	1.92	0.53	3.08	0.34
	2.54	0.58	2.60	0.32
	2.81	0.46	2.63	0.32
	1.66	0.59	2.71	0.38
	3.83	0.44	2.95	0.34
	2.58	0.50	2.44	0.39
	1.32	0.55	2.71	0.41
	1.53	0.56	2.59	0.29
	1.54	0.54	2.58	0.36
	1.85	0.53	3.05	0.49
	1.99	0.53	2.96	0.44
	1.82	0.49	2.68	0.36
	1.33	0.58	2.81	0.35
	1.31	0.56	2.80	0.35
	1.22	0.67	2.68	0.35
	1.25	0.59	2.76	0.35
	1.64	0.47	2.74	0.36
	1.34	0.71	2.60	0.35
	1.58	0.60	2.63	0.36
	1.71	0.58	2.72	0.35
	1.66	0.57	2.59	0.36
	1.88	0.44	2.71	0.38
	1.72	0.58	2.67	0.36
	1.89	0.47	2.59	0.35
	2.18	0.60	2.58	0.35
	10.40	1.61	8.73	3.75
	2.05	0.30	3.37	0.77
	8.13	0.74	2.87	0.50
	2.63	0.33	3.11	1.90
	4.19	0.73	2.64	0.79
	2.92	0.30	2.46	0.48
	10.71	0.67	2.41	0.46
	1.58	0.27	2.41	0.46
	5.73	0.40	2.84	0.46
	10.95	0.27	2.49	1.02
	2.07	0.26	2.30	0.48
	5.97	0.32	2.57	0.48
	18.20	0.78	2.70	0.65
	3.47	0.26	2.69	0.60
	2.19	0.63	2.89	0.40
	1.68	0.45	3.30	0.36
	7.69	1.65	3.44	0.38
	1.91	0.53	2.37	0.32
	1.78	0.64	2.47	0.36
	1.86	0.48	2.25	0.32
	6.34	1.00	2.78	0.38
	2.37	0.57	2.74	0.35
	21.58	0.46	2.94	0.43
	1.69	0.31	2.90	0.49
	11.11	0.74	3.13	0.42
	2.31	0.32	2.91	0.41
	2.02	0.41	4.25	0.54
	2.43	0.25	2.12	0.37
	5.62	0.24	2.01	0.39
	1.71	0.27	2.42	0.37
	1.96	0.51	2.74	0.41
	2.98	0.49	2.49	0.38
	1.89	0.27	2.31	0.35
	2.21	0.29	3.08	0.40
	1.76	0.32	2.35	0.40
	1.77	0.33	2.41	0.36
	1.80	0.34	5.48	0.48
	2.82	0.27	2.45	0.47
	2.03	0.27	2.65	0.45
	1.57	0.28	2.69	0.44
	1.56	0.27	2.55	0.41
	1.46	0.27	2.57	0.40
	1.94	0.35	2.62	0.42
	2.59	0.45	4.38	0.69
	2.31	0.59	4.38	0.70
	2.32	0.59	4.53	1.38
	2.58	0.57	5.23	0.60
	8.32	0.46	4.26	0.71
	3.37	0.34	2.24	0.53
	2.87	0.43	4.08	0.69
	3.29	0.47	6.86	0.85
	3.70	1.16	5.80	0.78
	3.12	0.44	4.06	0.49
	1.47	0.29	2.81	0.48
	1.44	0.31	2.94	0.53
	1.51	0.29	2.84	0.51
	1.50	0.57	5.95	0.98
	1.50	0.56	5.76	1.09
	1.50	0.30	1.97	0.51
	2.52	0.57	5.84	1.04
	4.00	0.22	2.26	3.15
	3.77	0.27	2.70	0.65
	3.69	0.18	2.73	0.56
	4.04	0.28	2.78	0.58
	5.22	0.20	2.98	0.84
	16.88	1.78	8.51	2.81
	13.64	0.40	3.19	0.87
	13.04	0.70	2.77	0.56
	2.35	0.31	2.83	0.52
	16.08	0.70	2.87	0.77
	2.62	0.30	2.82	0.46
	8.70	1.20	6.23	1.08
	2.60	0.24	2.23	0.53
	23.01	0.56	2.77	0.52
	2.61	0.45	4.91	0.86
	2.52	0.47	4.69	0.81
	4.56	1.06	4.55	0.83
	3.29	0.27	2.45	0.53
	2.47	0.27	2.49	0.39
	14.81	0.73	3.04	0.68
	1.41	0.32	2.89	0.40
	2.43	0.44	2.60	0.42
	1.64	0.39	2.46	0.34
	1.74	0.63	2.53	0.34
	9.67	0.92	2.77	0.36
	1.79	0.67	2.68	0.34
	2.94	0.54	3.65	0.40
	1.83	0.52	2.63	0.39
	1.58	0.49	2.51	0.34
	1.43	0.47	2.90	0.34
	1.59	0.54	2.70	0.36
	9.51	0.84	2.79	0.34
	3.07	0.47	2.73	0.34
	1.54	0.53	2.95	0.36
	1.39	0.53	2.79	0.35
	1.79	0.50	2.69	0.33
	1.65	0.41	2.98	0.36
	1.46	0.43	3.65	0.35
	4.28	0.35	2.01	0.27
	1.56	0.48	2.78	0.35
	1.40	0.44	2.61	0.37
	1.38	0.52	3.43	0.36
	1.88	0.46	2.57	0.35
	4.04	0.54	2.55	0.35
	2.13	0.77	5.90	0.47
	2.36	1.16	4.83	0.48
	1.47	1.02	6.51	0.60
	1.39	1.02	6.55	0.82
	1.88	1.03	6.94	0.85
	1.58	1.08	6.56	0.85
	1.56	1.10	7.54	0.83
	1.50	1.09	6.73	0.84
	1.60	1.11	6.44	0.83
	1.47	1.09	6.51	0.83
	1.28	0.58	4.15	0.52
	2.55	0.56	2.91	0.51
	1.39	0.50	3.16	0.65
	6.37	0.60	3.06	0.77
	3.05	0.55	2.77	0.49
	2.62	0.52	2.62	1.79
	1.25	0.98	8.06	0.76
	1.33	1.03	8.67	0.77
	1.54	1.08	8.26	0.74
	1.39	0.80	8.11	0.74
	1.61	0.75	8.05	0.79
	1.54	0.81	7.94	0.73
	11.72	0.48	7.84	2.79
	13.28	0.66	2.66	0.47
	1.92	0.31	3.06	0.41
	11.00	0.81	2.46	0.43
	2.15	0.27	2.77	0.43
	33.01	0.61	2.82	0.60
	2.35	0.27	2.49	0.43
	7.86	0.67	2.56	0.43
	1.60	0.27	2.43	0.45
	1.18	0.27	2.83	0.39
	3.78	0.66	3.11	0.45
	1.57	0.30	2.49	0.45
	1.32	0.46	4.60	0.81
	3.45	0.52	5.56	0.68
	31.68	1.14	5.00	1.65
	27.43	0.33	2.67	0.43
	4.63	0.65	2.27	0.38
	1.37	0.37	2.15	0.34
	1.59	0.44	2.03	0.29
	1.60	0.52	2.22	0.29
	7.25	0.80	2.12	0.29
	1.91	0.52	2.10	0.28
	1.88	0.58	2.10	0.28
	1.74	0.52	2.05	0.27
	1.90	0.48	2.21	0.28
	9.67	0.56	2.05	0.32
	2.65	1.57	4.68	0.38
	2.11	0.45	2.44	0.40
	5.38	0.48	3.24	0.40
	2.23	0.45	2.03	0.28
	1.38	0.42	2.10	0.28
	5.74	0.37	1.75	0.27
	2.32	0.38	1.90	0.27
	2.20	0.45	1.94	0.29
	10.92	0.72	2.69	0.29
	1.89	0.51	2.61	0.32
	1.84	0.47	2.09	0.31
	1.89	0.49	2.65	0.33
	5.39	0.61	2.75	0.39
	4.86	0.59	2.68	0.42
	5.40	1.57	9.03	2.91
	6.18	0.97	10.59	1.08
	6.46	0.44	3.02	0.53
	2.48	0.60	3.03	0.41
	2.32	0.57	3.01	0.39
	2.29	0.68	2.75	0.38
	2.91	0.81	4.39	0.67
	2.84	0.90	4.35	0.66
	8.06	0.73	10.39	0.83
	9.41	0.50	2.40	0.34
	2.60	0.80	3.39	0.55
	2.23	0.48	2.92	0.40
	2.50	0.42	2.62	0.33
	1.71	0.42	2.31	0.30
	1.94	0.50	2.38	0.28
	2.00	0.77	2.39	0.38
	1.63	0.49	2.36	0.32
	1.80	0.44	2.54	0.38
	2.32	0.94	2.62	0.42
	3.20	0.88	4.66	0.66
	2.73	0.75	2.65	0.37
	1.75	0.71	2.82	0.59
	2.33	0.94	2.79	0.44
	2.15	0.57	2.59	0.32
	1.93	0.50	2.78	0.32
	2.18	0.57	2.80	0.54
	1.79	0.73	2.89	0.33
	2.73	0.41	2.81	0.55
	2.56	0.40	2.50	0.34
	8.58	0.37	5.19	1.62
	3.98	0.26	4.52	0.74
	14.57	0.65	2.87	0.42
	1.98	0.31	2.54	0.41
	13.42	0.78	3.01	0.79
	1.85	0.20	1.90	0.34
	3.93	0.65	2.68	0.38
	4.53	0.69	3.29	0.76
	2.94	0.33	2.93	0.37
	1.34	0.23	2.01	0.41
	4.78	0.44	2.16	0.35
	3.78	0.22	1.83	0.37
	4.43	0.58	2.14	0.36
	2.70	0.24	1.95	0.36
	3.91	0.55	2.14	0.37
	1.36	0.22	2.04	0.32
	10.70	0.55	2.20	0.38
	1.44	0.24	2.10	0.42
	3.87	0.52	2.16	0.34
	1.34	0.24	2.13	0.37
	1.40	0.28	2.05	0.36
	6.01	0.62	2.29	0.35
	1.56	0.24	2.05	0.29
	2.24	0.25	2.22	0.31
	7.19	0.52	2.94	0.32
	1.42	0.24	2.08	0.35
	2.59	0.30	2.64	0.38
	3.90	0.85	3.43	0.36
	1.41	0.30	2.87	0.42
	8.91	0.28	2.80	0.39
	4.61	0.68	3.25	0.40
	1.98	0.28	3.71	0.44
	1.46	0.30	2.70	0.35
	1.47	0.28	2.75	0.34
	6.72	0.62	3.05	0.35
	1.58	0.27	2.69	0.34
	1.46	0.28	2.94	0.43
	1.39	0.28	2.82	0.60
	4.94	0.50	2.61	0.36
	1.54	0.26	2.48	0.42
	1.45	0.27	2.48	0.38
	1.41	0.26	2.49	0.43
	1.57	0.27	2.80	0.33
	1.37	0.28	2.67	0.92
	4.22	0.37	2.93	0.42
	1.63	0.29	2.72	0.46
	37.60	0.76	3.62	0.49
	22.98	0.32	3.51	1.50
	6.37	0.51	3.06	0.47
	1.69	0.49	3.36	0.35
	1.85	0.55	3.10	0.34
	1.90	0.52	2.43	0.28
	1.90	0.50	2.44	0.31
	7.18	0.83	2.29	0.37
	2.09	1.51	9.14	0.88
	1.91	1.52	9.12	0.88
	4.98	1.05	10.99	1.50
	1.67	0.87	8.56	0.33
	1.68	0.60	3.42	0.34
	1.69	0.53	3.14	0.32
	1.64	0.56	2.35	0.35
	1.64	0.55	2.25	0.37
	1.68	0.62	2.27	0.30
	1.69	0.49	2.26	0.34
	1.71	0.55	2.32	0.36
	1.77	0.53	2.30	3.70
	3.62	0.47	2.28	0.29
	5.53	0.76	2.15	0.30
	2.36	0.49	2.25	0.31
	1.58	2.15	2.98	0.29
	2.43	0.80	2.92	0.33
	3.42	0.78	3.62	0.31
	4.56	0.43	2.85	0.32
	4.04	0.42	2.29	0.26
	1.90	0.41	2.27	0.26
	1.61	0.49	3.65	0.29
	1.46	0.53	2.86	0.29
	1.46	0.52	2.99	0.30
	1.53	0.60	3.07	0.30
	1.48	0.53	2.88	0.30
	1.60	0.54	2.90	0.30
	1.54	0.49	2.90	0.30
	1.50	0.52	2.65	0.29
	1.84	0.51	2.33	0.26
	1.56	0.48	2.93	0.30
	1.57	0.50	2.92	0.29
	1.67	0.78	3.05	0.29
	1.83	0.38	2.82	0.33
	2.19	0.40	2.81	0.31
	18.07	1.24	8.44	1.88
	2.35	0.30	3.51	0.42
	2.21	0.36	2.91	0.46
	15.31	0.67	2.79	0.71
	2.84	0.39	2.80	0.42
	5.74	0.68	2.66	0.78
	4.10	0.31	2.45	0.48
	6.09	0.71	2.53	0.45
	2.35	0.29	2.85	6.41
	1.38	0.31	2.56	0.52
	3.62	0.44	1.99	0.36
	17.00	0.28	1.93	0.37
	6.71	0.35	2.02	0.39
	1.60	0.46	1.95	0.43
	3.27	0.40	1.77	0.30
	16.15	0.74	2.10	0.43
	4.08	0.39	3.12	0.41
	4.51	0.91	3.88	0.62
	43.01	1.39	4.80	0.91
	23.52	0.75	2.77	0.52
	9.47	0.33	3.14	0.42
	2.64	0.50	2.79	0.40
	5.66	0.81	2.41	0.34
	2.06	0.40	2.50	0.34
	2.14	0.43	2.10	0.35
	7.16	0.80	2.13	0.33
	2.85	0.41	2.03	0.33
	3.06	0.49	2.20	0.44
	13.41	2.10	3.51	0.52
	2.52	0.50	2.96	1.62
	5.12	0.59	2.93	0.46
	17.60	1.01	3.00	0.48
	9.95	0.41	3.93	0.38
	2.68	0.76	3.88	0.38
	1.83	0.67	4.14	0.37
	1.94	0.71	3.91	0.39
	7.95	1.22	4.82	0.45
	2.18	0.74	4.65	0.50
	2.83	0.71	4.92	0.83
	2.68	0.74	2.85	0.44
	1.72	0.47	3.26	0.44
	6.23	0.88	2.85	0.50
	1.62	0.48	2.29	0.30
	1.66	0.47	2.20	0.29
	4.61	0.39	2.03	0.29
	1.59	0.59	2.89	0.36
	2.10	0.49	3.02	1.06
	2.49	0.46	3.16	0.95
	5.72	0.99	3.05	0.34
	1.15	0.48	2.74	0.30
	1.61	0.40	2.64	0.30
	2.41	0.41	2.59	0.30
